Freq	word1	word2	pos1	pos2
27	game	long	nn1	rr
677	justice	to	nn1	ii
52	dead	that	jj	cst
32	slammed	me	vvd	ppio1
97	page	as	nn1	csa
1449	would	consider	vm	vvi
25	more	hype	dar	nn1
171	outdoor	recreation	jj	nn1
58	a	cellist	at1	nn1
633	Brigham	Young	np1	np1
271	rehabilitation	and	nn1	cc
77	Over	to	rp	ii
39	too	safe	rg	jj
231	government	assistance	nn1	nn1
106	that	poetry	dd1	nn1
40	done	anyway	vdn	rr
32	listened	at	vvd	ii
909	the	angle	at	nn1
69	two	senses	mc	nn2
552	figures	on	nn2	ii
27	Removed	from	vvn	ii
25	small	production	jj	nn1
53	you	wash	ppy	vvi
81	handed	his	vvd	appge
27	minutes	early	nnt2	jj
143	says	Anthony	vvz	np1
209	were	heavy	vbdr	jj
89	hand	washing	nn1	nn1
53	future	conflicts	jj	nn2
54	suppliers	that	nn2	cst
174	know	at	vv0	ii
53	this	posture	dd1	nn1
134	windshield	of	nn1	io
35	any	documentation	dd	nn1
24	sing	well	vvi	rr
176	staring	in	vvg	ii
32	women	earned	nn2	vvd
27	by	anti-abortion	ii	jj
33	One	huge	mc1	jj
86	vote	this	vvi	dd1
57	amazing	people	jj	nn
94	Western	cultural	jj	jj
63	the	barbell	at	nn1
33	cult	hero	nn1	nn1
34	Will	says	np1	vvz
25	buttes	and	nn2	cc
79	others	remain	nn2	vv0
64	dilation	and	nn1	cc
25	these	anonymous	dd2	jj
29	multiple	reasons	jj	nn2
378	then	fell	rt	vvd
24	redeem	myself	vvi	ppx1
249	now	able	rt	jk
27	he	depended	pphs1	vvd
128	blocked	a	vvd	at1
56	doctoral	dissertations	jj	nn2
61	are	pinned	vbr	vvn
31	a	jack-o	at1	nn1
55	or	rare	cc	jj
34	glowed	on	vvd	ii
60	how	amazing	rgq	jj
1381	we	walked	ppis2	vvd
112	the	fabrics	at	nn2
84	some	low	dd	jj
34	partner	should	nn1	vm
64	from	Angola	ii	np1
70	with	cost	iw	nn1
53	treat	our	vv0	appge
38	for	dancers	if	nn2
212	earn	it	vvi	pph1
52	that	lurks	cst	vvz
265	at	Tennessee	ii	np1
119	exercising	and	vvg	cc
27	Sleep	apnea	vv0	nn1
81	This	presents	dd1	vvz
36	midpoint	between	nn1	ii
80	subway	cars	nn1	nn2
37	carrier	has	nn1	vhz
142	department	with	nn1	iw
34	electric	energy	jj	nn1
34	clean-up	costs	nn1	nn2
106	recent	attacks	jj	nn2
86	personal	histories	jj	nn2
49	and	flowed	cc	vvn
160	existing	homes	jj	nn2
29	complained	when	vvd	rrq
175	early	to	rr	ii
181	result	the	nn1	at
183	enjoying	himself	vvg	ppx1
32	while	Obama	cs	np1
25	Mama	had	nn1	vhd
28	as	challenges	csa	nn2
74	redolent	with	jj	iw
34	exclusive	or	jj	cc
88	tucked	beneath	vvn	ii
29	manipulate	people	vvi	nn
44	home	together	nn1	rl
178	hand	but	nn1	ccb
103	sales	is	nn	vbz
27	in	since	rp	ii
62	boardwalk	and	nn1	cc
140	rough	spots	jj	nn2
30	findings	underscore	nn2	vv0
37	wool	dress	nn1	nn1
29	leaving	what	vvg	ddq
27	Iceland	has	np1	vhz
45	them	accordingly	ppho2	rr
634	an	evaluation	at1	nn1
113	potential	future	jj	jj
25	buy	now	vv0	rt
38	arrests	on	nn2	ii
57	World	leaders	nn1	nn2
35	that	accountants	cst	nn2
478	Pentagon	officials	np1	nn2
78	who	realized	pnqs	vvd
170	humbled	by	vvn	ii
36	somebody	not	pn1	xx
51	that	guy	cst	nn1
35	or	How	cc	rrq
95	are	helped	vbr	vvn
55	plants	you	nn2	ppy
32	Jane	could	np1	vm
47	ripped	jeans	jj	nn2
236	a	gaggle	at1	nn1
240	and	School	cc	nn1
26	chronic	liver	jj	nn1
47	agreements	will	nn2	vm
53	large	office	jj	nn1
69	Kennesaw	State	vv0	nn1
112	must	ultimately	vm	rr
132	price	hikes	nn1	nn2
32	Art	Basel	np1	np1
334	like	anything	ii	pn1
25	refugees	say	nn2	vv0
1992	all	at	rr31	rr32
30	Millennium	Park	nnt1	nn1
39	legally	enforceable	rr	jj
220	section	for	nn1	if
42	closely	scrutinized	rr	vvn
26	critical	differences	jj	nn2
49	entertainment	has	nn1	vhz
25	sold	abroad	vvn	rl
58	depend	for	vv0	if
63	lost	many	vvn	da2
40	view	as	vvi	rg
56	Asthma	and	nn1	cc
110	penal	system	jj	nn1
83	close	our	vvi	appge
173	question	are	nn1	vbr
81	the	interstices	at	nn2
26	the	geographically	at	rr
38	under	snow	ii	nn1
77	a	lord	at1	nn1
28	nurtures	the	vvz	at
24	where	winters	cs	nnt2
44	bumps	along	nn2	ii
34	affinity	and	nn1	cc
58	hike	the	vv0	at
66	marijuana	was	nn1	vbdz
25	would	stroke	vm	vvi
41	of	Negative	io	jj
109	for	cooling	if	vvg
420	who	insisted	pnqs	vvd
142	getting	anything	vvg	pn1
25	not	transformed	xx	vvn
241	interrupted	the	vvd	at
65	policy	over	nn1	ii
1142	a	theater	at1	nn1
45	and	Providence	cc	np1
512	a	CIA	at1	np1
26	dead	twin	rg	jj
108	two	before	mc	cs
143	would	trade	vm	vvi
53	plant	the	nn1	at
67	music	played	nn1	vvd
357	equated	with	vvn	iw
104	the	ratios	at	nn2
40	myth	was	nn1	vbdz
28	so	throughout	rr	ii
37	CHARLES	LaBELLA	np1	np1
45	conservative	people	jj	nn
323	occupy	the	vv0	at
86	and	starving	cc	jj
102	the	war.	at	nnu
1051	been	reduced	vbn	vvn
25	an	addicted	at1	jj
49	and	alienated	cc	vvn
107	sorts	for	nn2	if
58	best	bargains	jjt	nn2
51	or	key	cc	jj
54	moisture	to	nn1	ii
48	its	beliefs	appge	nn2
24	by	partial	ii	jj
26	with	decorations	iw	nn2
71	functioning	properly	vvg	rr
31	natural	hot	jj	jj
44	iodine	deficiency	nn1	nn1
36	the	sociologists	at	nn2
115	scandal	at	nn1	ii
2565	Native	Americans	jj	nn2
96	noise	when	nn1	cs
421	a	predator	at1	nn1
312	a	pat	at1	nn1
86	underlying	theme	jj	nn1
524	but	even	ccb	cs21
36	our	broken	appge	jj
49	during	his	ii	ppge
38	took	considerable	vvd	jj
44	about	producing	ii	vvg
35	characterizes	as	vvz	ii
74	In	Arkansas	ii	np1
73	visitors	may	nn2	vm
39	are	implicitly	vbr	rr
1288	always	thought	rr	vvn
27	one	blanket	mc1	nn1
85	are	translated	vbr	vvn
255	major	at	nn1	ii
33	best	pure	jjt	jj
32	your	crop	appge	nn1
36	these	painters	dd2	nn2
27	and	fund	cc	vv0
78	starting	salary	nn1	nn1
1010	complain	about	vvi	ii
74	the	op-ed	at	nn1
37	freshly	minted	rr	vvd
47	pressure	sores	nn1	nn2
25	says	Chester	vvz	np1
35	teeth	as	nn2	ii
41	no	agency	at	nn1
55	lifelong	interest	jj	nn1
214	on	problems	ii	nn2
49	night	knowing	nnt1	vvg
405	are	emerging	vbr	vvg
41	NIGHT	Murphy	nnt1	np1
37	police	raids	nn2	nn2
39	and	snappy	cc	jj
51	bars	that	vvz	cst
85	executives	will	nn2	vm
60	challenging	his	vvg	appge
46	the	perennially	at	rr
52	of	disciplined	io	jj
38	slowly	pulled	rr	vvn
25	rock	ledges	nn1	nn2
29	husband	here	nn1	rl
29	secure	their	vv0	appge
99	percentages	for	nn2	if
280	The	Rock	at	nn1
217	growing	problem	jj	nn1
26	buck	at	nn	ii
125	been	between	vbn	ii
418	thirty	seconds	mc	nnt2
29	coach	Gregg	vv0	np1
65	secret	room	jj	nn1
187	his	pitch	appge	nn1
29	by	original	ii	jj
43	former	D.C.	da	np1
166	insisted	upon	vvd	ii
29	enforcement	policies	nn1	nn2
28	Travis	Fryman	np1	np1
61	their	ease	appge	nn1
77	wish	they	vvi	pphs2
34	bandage	around	nn1	ii
52	handheld	computers	jj	nn2
61	over	documents	rp	nn2
1873	help	with	vvi	iw
150	Bush	were	np1	vbdr
62	answer	when	vvi	rrq
25	like	Francis	ii	np1
463	always	told	rr	vvd
128	secretary-general	of	nn1	io
177	private	money	jj	nn1
194	significant	results	jj	nn2
29	for	Snow	if	np1
106	my	dearest	appge	jjt
57	appearances	to	nn2	to
955	would	cut	vm	vvi
38	degree	this	nn1	dd1
265	into	real	ii	jj
64	dived	into	vvn	ii
109	community	when	nn1	cs
27	panache	and	nn1	cc
98	a	Stanley	at1	np1
68	substantial	investment	jj	nn1
26	CARROLL	JAMES	np1	np1
35	Australia	that	np1	cst
42	in	Guadeloupe	ii	np1
29	base	if	nn1	cs
34	les	plus	fw	ii
70	made	at	vvd	rr21
1088	clear	that	vv0	cst
51	administration	a	nn1	at1
24	AL	REGNERY	np1	np1
93	ignorance	or	nn1	cc
67	several	methods	da2	nn2
112	Jimmy	Choo	np1	np1
31	elevator	up	nn1	ii21
36	noticeable	when	jj	cs
42	si	no	fw	at
74	moments	as	nn2	csa
243	deficit	with	nn1	iw
94	with	mechanical	iw	jj
244	the	elevation	at	nn1
30	my	Irish	appge	jj
123	advised	that	vvd	cst
136	long	for	vvi	if
40	Cobb	Energy	np1	nn1
64	the	perseverance	at	nn1
32	three	Big	mc	jj
77	manner	than	nn1	csn
47	worth	saving	ii	vvg
26	GM	workers	np1	nn2
34	and	counseled	cc	vvd
34	from	experiments	ii	nn2
26	fuel	his	nn1	appge
26	when	Sally	cs	np1
2026	of	respondents	io	nn2
50	formalized	in	vvn	ii
279	and	offensive	cc	jj
39	that	animate	cst	vv0
36	to	unburden	ii	nn1
52	left	intact	vvn	jj
544	army	was	nn1	vbdz
53	new	incarnation	jj	nn1
26	in	arrest	ii	nn1
82	about	too	ii	rg
65	also	author	rr	nn1
307	fewer	of	dar	io
79	frustrated	when	jj	cs
272	organic	material	jj	nn1
32	o'clock	is	ra	vbz
47	with	Brandon	iw	np1
31	perfect	mate	jj	nn1
117	to	twice	ii	rr
92	an	imperative	at1	nn1
300	instruments	were	nn2	vbdr
227	that	Syria	cst	np1
30	configurations	in	nn2	ii
77	Paula	said	np1	vvd
162	around	six	rg	mc
24	with	Colombian	iw	jj
53	earned	her	vvn	ppho1
40	of	carving	io	nn1
81	not	dumb	xx	jj
129	issue	between	nn1	ii
25	which	break	ddq	vv0
44	grade	two	nn1	mc
37	Allen	Poe	np1	np1
45	and	bolster	cc	vvi
176	mismatch	between	nn1	ii
58	go	round	vv0	rp
37	World	Jewish	nn1	jj
25	shorts	from	nn2	ii
30	rocking	with	vvg	iw
27	earlier	flight	jjr	nn1
70	the	Priest	at	nn1
34	rushing	game	jj	nn1
205	audience	who	nn1	pnqs
41	its	remote	appge	jj
481	physical	world	jj	nn1
66	games	remaining	nn2	vvg
24	celebrities	with	nn2	iw
41	craters	that	nn2	cst
33	exile	with	nn1	iw
45	you	compete	ppy	vvi
116	stimulated	the	vvd	at
42	troops	entered	nn2	vvd
53	hearty	meal	jj	nn1
216	a	descriptive	at1	jj
24	proper	body	jj	nn1
67	musical	accompaniment	jj	nn1
137	it	assumes	pph1	vvz
48	cheerleaders	and	nn2	cc
30	of	Sherhaben	io	np1
30	spirit	as	nn1	ii31
71	just	outlined	rr	vvn
69	safety	records	nn1	nn2
43	mean	now	vv0	rt
30	the	Nice	at	jj
54	and	Uncle	cc	nnb
108	must	undergo	vm	vvi
43	in	rolling	ii	vvg
193	edited	the	vvd	at
25	state	houses	nn1	nn2
473	ground	rules	nn1	nn2
36	Sheridan	is	np1	vbz
314	survival	is	nn1	vbz
127	of	vulnerable	io	jj
53	or	winning	cc	vvg
224	conclusions	and	nn2	cc
103	farm	life	nn1	nn1
72	bucks	from	nn2	ii
37	problem	type	nn1	nn1
33	representative	examples	jj	nn2
39	help	generate	vvi	vvi
24	satisfied	her	vvd	ppho1
62	street	person	nn1	nn1
41	the	racer	at	nn1
27	read	what	vvd	ddq
101	to	Barcelona	ii	np1
49	Jesus	loves	np1	vvz
132	everyone	just	pn1	rr
41	of	self-reflection	io	nn1
115	batteries	for	nn2	if
43	not	fed	xx	vvn
108	Wrapped	in	vvn	ii
50	scratch	out	vvi	rp
24	Christian	with	jj	iw
59	shown	its	vvn	appge
53	forced	its	vvd	appge
46	home	later	nn1	rrr
66	of	tabloid	io	jj
32	more	parental	rgr	jj
29	open	shirt	jj	nn1
38	immediately	begin	rr	vv0
40	Dr.	Arnold	nnb	np1
135	use	today	nn1	rt
24	The	biopsy	at	nn1
24	that	dances	cst	nn2
37	Americans	left	nn2	vvd
125	rapid	response	jj	nn1
51	sent	two	vvn	mc
110	couple	will	nn1	vm
33	grinding	her	vvg	appge
56	Georgia	Baptist	np1	np1
8956	never	seen	rr	vvn
34	change	much	vvi	da1
47	help	put	vvi	vvn
102	pass	of	nn1	io
47	chronic	inflammatory	jj	jj
38	A	roar	at1	nn1
28	of	tokens	io	nn2
26	With	low	iw	jj
58	U.S.-led	forces	jj	nn2
395	bricks	and	nn2	cc
100	stone	unturned	nn1	jj
50	booked	up	vvn	rp
26	of	thermonuclear	io	jj
39	jerky	movements	jj	nn2
35	jumpsuit	with	nn1	iw
29	with	preschoolers	iw	nn2
284	we	missed	ppis2	vvd
45	so	already	rg	rr
675	I	move	ppis1	vv0
86	Mr.	Gibson	nnb	np1
36	Sky	is	nn1	vbz
32	absolutely	real	rr	jj
421	more	political	rgr	jj
47	coats	on	nn2	ii
26	used	ones	jj	nn2
326	two	free	mc	jj
371	the	wage	at	nn1
37	female	nurses	jj	nn2
108	freak	accident	jj	nn1
1625	environment	in	nn1	ii
52	astronomers	call	nn2	vv0
230	The	blast	at	nn1
29	programs	come	nn2	vv0
120	his	lovely	appge	jj
24	a	teen-ager.	at1	nnu
24	U.S.	sports	np1	nn2
126	featured	an	vvd	at1
41	these	offerings	dd2	nn2
106	protect	public	vvi	jj
136	the	Galapagos	at	np1
53	J	Clin	np1	np1
171	palatable	to	jj	ii
91	deposited	by	vvn	ii
28	decent	to	jj	to
1101	many	young	da2	jj
46	The	brave	at	jj
35	citizenry	in	nn1	ii
148	bind	the	vvi	at
228	popular	for	jj	if
140	catch	with	nn1	iw
30	who	aim	pnqs	vv0
54	as	Atlanta	ii22	np1
26	about	Joanna	ii	np1
146	not	news	xx	nn1
26	investors	also	nn2	rr
34	St.	Pres	np1	np1
53	traits	as	nn2	csa
800	community	was	nn1	vbdz
228	and	facts	cc	nn2
32	Haitians	were	nn2	vbdr
49	better	angels	jjr	nn2
130	recall	any	vvi	dd
244	with	dread	iw	nn1
33	requested	of	vvn	io
300	mouth	to	nn1	ii
37	THE	COURSE	at	nn1
28	strong	efforts	jj	nn2
72	could	object	vm	vvi
63	pursued	him	vvd	ppho1
36	ever	like	rr	ii
2773	hand	to	nn1	ii
47	David	Lewis	np1	np1
61	protracted	and	jj	cc
520	been	granted	vbn	vvn
46	exculpatory	evidence	jj	nn1
189	more	credible	rgr	jj
34	Place	half	vv0	db
29	probably	none	rr	pn
128	for	comparative	if	jj
28	The	interviewees	at	nn2
570	went	beyond	vvd	ii
50	nights	it	nnt2	pph1
6955	told	us	vvd	ppio2
55	the	Bamana	at	np1
25	orange	flame	jj	nn1
264	annual	revenues	jj	nn2
25	Southern	cuisine	jj	nn1
26	average	a	vvi	at1
28	trained	and	vvd	cc
36	still	continuing	rr	vvg
58	television	on	nn1	rp
25	Huxley	and	np1	cc
53	back	east	nn1	nd1
95	after	World	cs	nn1
32	good	wines	jj	nn2
199	landscape	painting	nn1	nn1
79	Bosnian	army	jj	nn1
73	catches	himself	vvz	ppx1
42	care	as	nn1	ii31
402	and	Lucy	cc	np1
31	reddish-brown	hair	jj	nn1
54	cigarette	case	nn1	nn1
43	species	not	nn	xx
49	welfare	spending	nn1	nn1
25	Their	agenda	appge	nn1
26	teacher	empowerment	nn1	nn1
282	the	all-important	at	jj
1043	on	one	ii	pn1
26	cows	grazing	nn2	vvg
177	passed	this	vvd	dd1
63	four-game	losing	nn1	vvg
3769	five	or	mc	cc
26	and	Stroke	cc	nn1
30	admire	in	vv0	ii
47	quietly	by	rr	ii
52	field-goal	attempt	jj	nn1
34	Rebecca	Roberts	np1	np1
220	have	loved	vh0	vvn
43	could	elect	vm	vvi
29	school	soon	nn1	rr
229	as	Washington	csa	np1
24	polymer	clay	nn1	nn1
38	firearm	and	nn1	cc
205	spread	her	vvd	appge
173	book	which	nn1	ddq
261	poem	by	nn1	ii
194	ride	back	nn1	rp
121	us	need	ppio2	vv0
104	and	Penn	cc	np1
320	case	are	nn1	vbr
32	all	run	db	vvi
36	even	create	rr	vv0
75	Bond	is	np1	vbz
33	opponents	like	nn2	ii
45	and	forbade	cc	vvd
315	leads	to	vvz	to
41	hardware	will	nn1	vm
29	even	received	rr	vvd
122	get	asked	vv0	vvn
37	ounces	dried	nnu2	jj
32	Hyde	was	np1	vbdz
243	a	pal	at1	nn1
821	and	cities	cc	nn2
59	Sea	coast	nnl1	nn1
1385	people	or	nn	cc
155	and	entrepreneurial	cc	jj
40	both	died	rr	vvd
111	the	graphs	at	nn2
219	faster	in	rrr	ii
57	huge	effort	jj	nn1
92	their	adolescent	appge	jj
77	the	pilings	at	nn2
49	begins	Monday	vvz	npd1
87	paralyzed	by	vvd	ii
30	been	pitching	vbn	vvg
46	yellow	gold	jj	nn1
49	STATE	DEPARTMENT	nn1	nn1
397	a	soda	at1	nn1
191	for	Civil	if	jj
29	are	blunt	vbr	jj
124	blamed	it	vvd	pph1
63699	I	want	ppis1	vv0
31	Janice	Dickinson	np1	np1
192	more	lenient	rgr	jj
112	blow	and	nn1	cc
51	swam	back	vvd	rp
41	defense	conversion	nn1	nn1
1931	role	for	nn1	if
66	to	breast-feed	ii	nn1
338	Philadelphia	Inquirer	np1	np1
27	unsecured	debt	jj	nn1
31	private	landowner	jj	nn1
66	grow	them	vv0	ppho2
152	THE	ROOM	at	nn1
51	this	sphere	dd1	nn1
219	be	crushed	vbi	vvn
29	Retirement	is	nn1	vbz
212	impossible	task	jj	nn1
82	n't	tie	xx	vvi
49	be	super	vbi	jj
43	foot	in	nn1	rp
84	bust	in	nn1	ii
26	Norm	and	nn1	cc
84	overall	is	nn1	vbz
32	as	akin	csa	jj
39	new	vaccines	jj	nn2
66	Wild	Bill	jj	np1
28	delusion	is	nn1	vbz
67	van	or	nn1	cc
24	shot	while	nn1	cs
40	Their	view	appge	nn1
25	frontal	view	jj	nn1
29	wrestles	the	vvz	at
89	brushing	your	vvg	appge
46	kids	sometimes	nn2	rt
332	A	bunch	at1	nn1
272	would	very	vm	rg
241	under	surveillance	ii	nn1
222	people	lose	nn	vv0
85	study	his	vvi	appge
28	it	illuminates	pph1	vvz
123	Ricky	Williams	np1	np1
83	the	nonstop	at	jj
33	succeeds	or	vvz	cc
58	tiles	that	nn2	cst
52	have	opted	vhi	vvn
39	aims	for	nn2	if
54	champagne	from	nn1	ii
35	like	lying	ii	vvg
60	testing	can	nn1	vm
93	even	still	rr	rr
53	am	capable	vbm	jj
243	to	downtown	ii	jj
1747	the	probability	at	nn1
36	of	Ghanaian	io	jj
52	are	academically	vbr	rr
885	by	Paul	ii	np1
31	is	accidentally	vbz	rr
36	first-round	lead	nn1	nn1
63	clack	of	nn1	io
58	into	specifics	ii	nn2
25	when	opening	cs	vvg
302	later	found	rrr	vvn
40	A	vacation	at1	nn1
91	collective	unconscious	jj	jj
47	closing	and	nn1	cc
97	recover	their	vvi	appge
32	Goldstein	is	np1	vbz
31	area	all	nn1	db
33	remained	there	vvn	rl
118	Chinese	market	jj	nn1
51	low	on	rr	ii
25	reasonable	opportunity	jj	nn1
24	be	stereotyped	vbi	jj
75	which	entered	ddq	vvd
32	discovered	its	vvd	appge
26	useful	concept	jj	nn1
43	Educational	Technology	jj	nn1
47	pills	on	nn2	ii
79	spoken	about	vvn	rp
25	like	drawing	ii	vvg
155	most	infamous	rgt	jj
28	scorched-earth	policy	jj	nn1
338	other	participants	jj	nn2
301	looks	through	vvz	ii
27	Tomato	Growers	nn1	nn2
27	the	KJV	at	np1
36	were	advocating	vbdr	vvg
38	Keith	Foulke	np1	np1
239	living	by	nn1	ii
78	E.	D.	np1	np1
1831	come	into	vv0	ii
34	fuel	used	nn1	vvn
41	barbecued	chicken	jj	nn1
372	the	yield	at	nn1
97	renewed	the	vvd	at
31	cigar	with	nn1	iw
111	on	maps	ii	nn2
4762	serve	as	vvi	ii
269	invasive	species	jj	nn
33	the	comprehensiveness	at	nn1
37	Wondering	if	vvg	csw
182	Tonight	the	rt	at
225	political	advantage	jj	nn1
2202	general	public	jj	nn1
60	and	shaker	cc	nn1
79	produced	in	vvn	ii31
113	intimately	familiar	rr	jj
46	really	a	rr	rr21
57	countries	because	nn2	cs
50	Critics	and	nn2	cc
37	think	under	vv0	ii
1850	been	living	vbn	vvg
38	led	off	vvn	rp
297	I	and	ppis1	cc
647	to	enrich	to	vvi
150	would	withdraw	vm	vvi
128	car	owners	nn1	nn2
24	scullery	maid	nn1	nn1
77	So	that	cs	dd1
24	of	unreasonable	io	jj
117	Steve	Harvey	np1	np1
120	worth	living	ii	vvg
32	is	snug	vbz	jj
29	Mr.	Palca	nnb	np1
24	regular	forces	jj	nn2
57	often	involved	rr	vvn
30	ta	admit	to	vvi
81	Both	her	db2	appge
86	the	deceptive	at	jj
132	n't	spare	xx	vvi
62	Arab	women	jj	nn2
181	of	excess	io	nn1
30	and	spotless	cc	jj
47	of	ACORN	io	nn1
27	The	spiders	at	nn2
290	start	off	vv0	rp
138	that	wealth	dd1	nn1
50	squeezing	into	vvg	ii
52	trolling	motor	jj	nn1
111	Elizabeth	Arden	np1	np1
39	smaller	films	jjr	nn2
93	already	spoken	rr	vvn
88	free	now	jj	rt
36	A	phrase	at1	nn1
46	Catholics	on	nn2	ii
35	preacher	from	nn1	ii
26	mother	fucker	nn1	nn1
41	Nevertheless	he	rr	pphs1
35	single	sound	jj	nn1
57	international	banks	jj	nn2
226	of	Alice	io	np1
1724	a	late	at1	jj
79	slaves	had	nn2	vhd
162	Just	hold	rr	vv0
51	on	theories	ii	nn2
118	also	feel	rr	vvi
41	Daley	was	np1	vbdz
43	adding	something	vvg	pn1
78	is	sucked	vbz	vvn
62	this	bread	dd1	nn1
32	self-regulation	of	nn1	io
24	even	opening	rr	vvg
342	is	public	vbz	jj
53	registered	Republicans	jj	nn2
65	be	compounded	vbi	vvn
49	Wes	Unseld	np1	np1
47	setting	will	nn1	vm
150	as	slowly	rg	rr
33	European	ones	jj	nn2
24	Kendra	and	np1	cc
36	Americans	called	nn2	vvn
90	had	free	vhd	jj
28	smashed	and	jj	cc
89	the	esoteric	at	jj
586	to	No.	ii	xx
53	on	Disarmament	ii	nn1
150	drinks	with	nn2	iw
32	hour	ahead	nnt1	rl
177	pleaded	not	vvn	xx
24	famous	saying	jj	nn1
34	Indications	are	nn2	vbr
44	either	place	dd1	nn1
59	Paris	where	np1	rrq
25	where	poverty	cs	nn1
73	critical	if	jj	cs
127	movie	from	nn1	ii
36	former	co-workers	da	nn2
269	Some	kids	dd	nn2
25	back	Barry	rp	np1
34	directions	until	nn2	cs
26	concerning	sexual	ii	jj
26	And	waiting	cc	vvg
1306	and	return	cc	vv0
270	let	up	vvi	rp
1137	countries	with	nn2	iw
323	people	killed	nn	vvn
75	IT	COMES	pph1	vvz
35	state	actors	nn1	nn2
303	is	ours	vbz	ppge
161	heavy	artillery	jj	nn1
27	one	effective	mc1	jj
26	The	grave	at	jj
54	gong	to	nn1	to
45	by	Hannah	ii	np1
104	are	cleared	vbr	vvn
51	FALSE	Claims	jj	nn2
80	Please	address	rr	vv0
51	affairs	from	nn2	ii
138	racing	is	nn1	vbz
55	remark	on	vvi	ii
68	as	Egypt	ii22	np1
67	he	values	pphs1	vvz
28	of	haunted	io	jj
47	He	swiveled	pphs1	vvd
304	retain	their	vvi	appge
106	easy	is	jj	vbz
39	emergency	basis	nn1	nn1
62	travel	across	vvi	ii
30	the	ivy-covered	at	jj
48	father	insisted	nn1	vvd
70	Jim	Bakker	np1	np1
12733	went	on	vvd	rp
38	you	pain	ppy	vv0
40	the	beguiling	at	jj
99	so	directly	rg	rr
54	white	striped	jj	jj
75	ask	himself	vvi	ppx1
54	My	anger	appge	nn1
1899	mentioned	in	vvn	ii
132	say	them	vvi	ppho2
25	The	ceremonial	at	jj
203	check	from	nn1	ii
32	People	leave	nn	vv0
67	counted	out	vvn	rp
72	a	third-round	at1	jj
154	now	officially	rt	rr
302	a	comforting	at1	jj
75	by	request	ii	nn1
168	Vin	Weber	np1	np1
145	about	Richard	ii	np1
135	folds	and	nn2	cc
128	left	guard	jj	nn1
31	NBC	CORRESPONDENT	np1	nn1
238	them	got	ppho2	vvd
35	right	again	rr22	rt
31	His	tears	appge	nn2
88	of	there	io	ex
81	feelings	from	nn2	ii
36	escapes	to	vvz	ii
34	come	your	vvn	appge
39	his	assignments	appge	nn2
460	she	broke	pphs1	vvd
24	Treasurer	of	nn1	io
24	his	close-cropped	appge	jj
147	floors	were	nn2	vbdr
55	some	he	dd	pphs1
67	a	Ping-Pong	at1	np1
40	human	responsibility	jj	nn1
576	same	position	da	nn1
63	heterogeneous	group	jj	nn1
24	dismissal	by	nn1	ii
26	energy	out	nn1	rp
31	produced	after	vvn	ii
41	social	doctrine	jj	nn1
113	each	portion	dd1	nn1
176	what	felt	ddq	vvd
255	Authority	and	nn1	cc
27	marvel	that	nn1	cst
159	by	his	ii	ppge
79	tablespoons	granulated	nn2	vvd
48	and	cabin	cc	nn1
52	stop	breathing	vvi	nn1
25	me.	I	nnu	ppis1
92	with	lyrics	iw	nn2
85	even	certain	rr	jj
247	a	cream	at1	nn1
28	says	neither	vvz	rr
108	cultivating	the	vvg	at
37	police	siren	nn2	nn1
200	other	white	jj	jj
39	salt	mines	nn1	nn2
86	So	too	rr	rg
27	apologetic	for	jj	if
73	little	sisters	jj	nn2
99	into	community	ii	nn1
371	on	campaign	ii	nn1
38	portraying	him	vvg	ppho1
3375	the	youngest	at	jjt
33	safe	handling	jj	nn1
259	gotten	worse	vvn	rrr
41	classify	it	vvi	pph1
27	that	irritates	cst	vvz
45	was	showered	vbdz	vvn
78	Jim	DeMint	np1	np1
53	still	kicking	rr	vvg
141	difficult	of	jj	io
164	it	boils	pph1	vvz
43	dimming	the	vvg	at
78	pay	people	vvi	nn
40	sailed	back	vvd	rp
62	order	because	nn1	cs
55	ordinary	guy	jj	nn1
69	remember	he	vvi	pphs1
27	Christy	Mathewson	np1	np1
24	between	skill	ii	nn1
34	that	watch	dd1	nn1
105	knows	everybody	vvz	pn1
26	which	body	ddq	nn1
48	rushing	record	vvg	nn1
43	led	back	vvn	rp
37	was	issuing	vbdz	vvg
29	Pick	of	np1	io
34	emotional	scene	jj	nn1
30	both	agree	rr	vvi
44	normal	market	jj	nn1
595	Mississippi	and	np1	cc
30	the	Edgar	at	np1
44	a	shrew	at1	nn1
9578	now	in	rt	ii
27	remember	clearly	vv0	rr
1364	an	endless	at1	jj
33	is	informative	vbz	jj
27	property	just	nn1	rr
37	voice-over	James	jj	np1
36	in	Carlos	ii	np1
176	building	for	vvg	if
48	justified	to	vvn	to
90	Clinton	last	np1	md
27	bees	can	nn2	vm
24	ambiguous	than	jj	csn
82	that	Virginia	cst	np1
48	Research	Organization	nn1	nn1
50	seem	important	vvi	jj
29	caller	and	nn1	cc
31	there	walking	rl	vvg
903	More	importantly	rgr	rr
26	largest	holdings	jjt	nn2
675	To	achieve	to	vvi
28	sudden	attack	jj	nn1
26	dialogue	which	nn1	ddq
40	sloping	roof	jj	nn1
307	former	members	da	nn2
34	easy	laugh	jj	nn1
425	The	daughter	at	nn1
38	inspired	many	vvn	da2
652	sworn	in	vvn	rp
25	family	so	nn1	cs21
34	Clinton	helped	np1	vvd
79	guy	really	nn1	rr
58	poked	him	vvd	ppho1
51	varied	in	vvd	ii
